OBJECTID_1,OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Num_Counties,County_NUM_1,County_NUM_2,Month
16381,16381,2008,CA,USF,PNF,HARTMAN,,6/21/2008 0:00,8/31/2008 0:00,1,Canyon Complex,331,330.65448,7,1,68,1,32,32,6
16382,16382,2008,CA,USF,PNF,RODY,,6/21/2008 0:00,8/31/2008 0:00,1,Canyon Complex,50,18.7782707,7,1,54,1,4,4,6
16386,16386,2008,CA,USF,PNF,COLD,,6/21/2008 0:00,8/31/2008 0:00,1,,5512,5599.2983398,7,1,70,1,32,32,6
16388,16388,2008,CA,USF,PNF,HUNGARY,,6/21/2008 0:00,8/31/2008 0:00,1,,40,20.4776287,7,1,50,1,4,4,6
16403,16403,2008,CA,USF,SHF,BENNETT-Lime Complex,,6/21/2008 0:00,6/22/2008 0:00,1,Lime Complex,17,30.9553089,7,1,114,1,12,12,6
16407,16407,2008,CA,USF,SHF,BOULDER-Lime Complex,,6/21/2008 0:00,6/22/2008 0:00,1,Lime Complex,10,32.5997086,7,1,113,1,53,53,6
16410,16410,2008,CA,USF,SHF,BIERCE,,6/21/2008 0:00,6/22/2008 0:00,1, ,18,17.5871258,7,1,134,1,53,53,6
16412,16412,2008,CA,USF,SHF,BUCKHORN,,6/21/2008 0:00,7/31/2008 0:00,1,Iron Complex,31419,29814.3085938,7,1,188,1,53,53,6
16413,16413,2008,CA,USF,SNF,OLIVER,,6/21/2008 0:00,7/14/2008 0:00,1,2008CAMMU008107,2200,2806.0854492,1,1,14,1,22,22,6
16414,16414,2008,CA,USF,SNF,SILVER KNOB,,6/21/2008 0:00,6/26/2008 0:00,1,,600,569.8250732,1,1,11,1,22,22,6
16415,16415,2008,CA,USF,SNF,WESTFALL,,6/21/2008 0:00,7/14/2008 0:00,1,,105,101.9295807,1,1,19,1,22,22,6
16416,16416,2008,CA,USF,SNF,CHIQUITO,,6/21/2008 0:00,7/17/2008 0:00,1,,54,145.4477386,1,1,17,1,20,20,6
16417,16417,2008,CA,USF,SNF,STAR,,6/21/2008 0:00,7/14/2008 0:00,1,,250,234.6605682,1,1,18,1,20,20,6
16427,16427,2008,CA,USF,STF,NORTH MTN,,6/21/2008 0:00,7/19/2008 0:00,1,blank,2889,2964.0495605,7,1,13,1,55,55,6
16428,16428,2008,CA,USF,SHF,STUARTS,,6/21/2008 0:00,6/30/2008 0:00,1, ,200,223.5675659,7,1,95,1,53,53,6
16455,16455,2008,CA,CDF,TGU,MILL,4261,6/21/2008 0:00,6/29/2008 0:00,1,"AKA June LCA, faught at same time as antelople, USFS # 79",13580,13511.7558594,8,1,79,1,52,52,6
16456,16456,2008,CA,USF,PNF,FOUR MILE,539,6/21/2008 0:00,,1,CANYON COMPLEX,,788.7921143,8,1,,1,4,4,6
11914,11914,2008,CA,USF,SHF,IRONSIDE-Iron Complex,,6/20/2008 0:00,7/31/2008 0:00,1,Iron Complex,12720,12834.1152344,7,1,164,1,53,53,6
11915,11915,2008,CA,USF,SHF,LIME,,6/20/2008 0:00,8/13/2008 0:00,1,Lime Complex,25199,24884.7382813,7,1,137,1,53,53,6
11918,11918,2008,CA,USF,SHF,TELEPHONE,,6/20/2008 0:00,8/13/2008 0:00,1,,6625,6910.9418945,7,1,115,1,53,53,6
11925,11925,2008,CA,USF,SHF,BOTTOM,,6/20/2008 0:00,6/21/2008 0:00,1,,25,20.0197849,7,1,57,1,53,53,6
16065,16065,2008,CA,CDF,BEU,SAN_JUAN_GRADE,2358,6/20/2008 0:00,6/20/2008 0:00,1,,20,21.6150856,5,1,,1,27,27,6
16076,16076,2008,CA,CDF,CZU,TRABING,5581,6/20/2008 0:00,6/22/2008 0:00,10,75 structures destroyed,590,594.2644653,1,1,,1,44,44,6
16080,16080,2008,CA,CDF,HUU,HIGH,3395,6/20/2008 0:00,6/22/2008 0:00,1,,20,28.8249416,1,1,,1,12,12,6
16081,16081,2008,CA,CDF,HUU,LARABEE 3,3405,6/20/2008 0:00,6/21/2008 0:00,1,,2,28.7534981,1,1,,1,12,12,6
16082,16082,2008,CA,CDF,HUU,REDCREST 2,3396,6/20/2008 0:00,6/21/2008 0:00,1,,30,30.0497189,1,1,,1,12,12,6
16119,16119,2008,CA,CDF,MEU,TABLE MTN,4608,6/20/2008 0:00,6/26/2008 0:00,1,Mendocino Lightning Complex,146,145.8782196,1,1,,1,23,23,6
16125,16125,2008,CA,CDF,MEU,LINCOLN,4597,6/20/2008 0:00,6/22/2008 0:00,1,Mendocino Lightning Complex,20,20.3521423,1,1,,1,23,23,6
16130,16130,2008,CA,CDF,MEU,JACKS,4608,6/20/2008 0:00,7/12/2008 0:00,1,Mendocino Lightning Complex,729,729.335144,1,1,,1,23,23,6
16143,16143,2008,CA,CDF,MEU,SHAMROCK,4608,6/20/2008 0:00,6/25/2008 0:00,1,Mendocino Lightning Complex,52,51.6426201,1,1,,1,23,23,6
16157,16157,2008,CA,CDF,MEU,TWO ROCK,4602,6/20/2008 0:00,6/21/2008 0:00,1,Mendocino Lightning Complex,4,4.1119633,1,1,,1,23,23,6
16162,16162,2008,CA,CDF,MEU,RIVER 2,4608,6/20/2008 0:00,7/6/2008 0:00,1,Mendocino Lightning Complex,6,6.0076723,1,1,,1,23,23,6
16165,16165,2008,CA,CDF,MEU,RED HILL,4608,6/20/2008 0:00,7/15/2008 0:00,1,Mendocino Lightning Complex,42,42.3830566,1,1,,1,23,23,6
16166,16166,2008,CA,CDF,MEU,BURNS FLAT,4608,6/20/2008 0:00,6/30/2008 0:00,1,Mendocino Lightning Complex,29,28.9702663,1,1,,1,23,23,6
16169,16169,2008,CA,CDF,MEU,ALBION RIVER,4607,6/20/2008 0:00,6/21/2008 0:00,1,Mendocino Lightning Complex,2,2.1011286,1,1,,1,23,23,6
16171,16171,2008,CA,CDF,MEU,4 MILE,4608,6/20/2008 0:00,7/19/2008 0:00,1,Mendocino Lightning Complex,6,6.2583494,1,1,,1,23,23,6
16172,16172,2008,CA,CDF,MEU,RUNNING SPRINGS,4608,6/20/2008 0:00,6/21/2008 0:00,1,Mendocino Lightning Complex,12,11.7902021,1,1,,1,23,23,6
16173,16173,2008,CA,CDF,MEU,ARCHER,4608,6/20/2008 0:00,7/9/2008 0:00,1,Mendocino Lightning Complex,8,7.7443037,1,1,,1,23,23,6
16312,16312,2008,CA,USF,KNF,THREE,10,6/20/2008 0:00,7/23/2008 0:00,1,,4913,4922.9121094,7,1,10,1,47,47,6
16360,16360,2008,CA,USF,SRF,MILL,,6/20/2008 0:00,10/3/2008 0:00,1,,65834,65882.0390625,7,1,23,2,8,47,6
16361,16361,2008,CA,USF,SRF,HALF,,6/20/2008 0:00,8/25/2008 0:00,1,,15118,15130.1464844,1,1,35,2,12,53,6
16404,16404,2008,CA,USF,SHF,GRASSY CREEK-Lime Complex,,6/20/2008 0:00,6/24/2008 0:00,1,Lime Complex,10,17.9764233,7,1,148,1,53,53,6
16405,16405,2008,CA,USF,SHF,MADDOX LAKE #3-Lime Complex,,6/20/2008 0:00,8/13/2008 0:00,1,Lime Complex,10,22.7100525,7,1,143,1,53,53,6
16406,16406,2008,CA,USF,SHF,HITCHCOCK-Lime Complex,,6/20/2008 0:00,8/13/2008 0:00,1,Lime Complex,30,52.6482201,7,1,111,1,53,53,6
16408,16408,2008,CA,USF,SHF,INDIAN VALLEY-Lime Complex,,6/20/2008 0:00,7/3/2008 0:00,1,Lime Complex,100,181.7740021,7,1,144,1,53,53,6
16409,16409,2008,CA,USF,SHF,BEAR WALLOW-Lime Complex,,6/20/2008 0:00,7/13/2008 0:00,1,Lime Complex,20,38.7478142,7,1,140,1,53,53,6
16411,16411,2008,CA,USF,SHF,DEEP #1--Lime Complex,,6/20/2008 0:00,7/5/2008 0:00,1,Lime Complex,50,29.8492527,7,1,145,1,53,53,6
16439,16439,2008,CA,USF,SHF,SHU LIGHTNING-LOWER FIRE,4727,6/20/2008 0:00,,1,,1310,1309.8905029,2,1,,1,53,53,6
16440,16440,2008,CA,USF,SHF,SHU LIGHTNING-DEERLICK FIRE,4727,6/20/2008 0:00,,1,,35312,12976.9326172,2,1,,2,45,53,6
16441,16441,2008,CA,USF,SHF,SHU LIGHTNING-DEADSHOT FIRE,4727,6/20/2008 0:00,,1,,1045,1044.5853271,2,1,,1,53,53,6
16442,16442,2008,CA,USF,SHF,SHU LIGHTNING-STEIN FIRE,4727,6/20/2008 0:00,,1,,1148,1147.845459,2,1,,1,45,45,6
16443,16443,2008,CA,USF,SHF,SHU LIGHTNING-DECK FIRE,4727,6/20/2008 0:00,,1,,263,263.1509094,2,1,,1,45,45,6
16444,16444,2008,CA,USF,SHF,SHU LIGHTNING-MOON FIRE,4727,6/20/2008 0:00,,1,,35312,35312.21875,2,1,,2,45,53,6
16445,16445,2008,CA,USF,SHF,SHU LIGHTNING-MOTION FIRE,4727,6/20/2008 0:00,,1,,28330,28329.7402344,2,1,,1,45,45,6
16446,16446,2008,CA,USF,SHF,SHU LIGHTNING-VENTURE,4727,6/20/2008 0:00,,1,,1911,1911.3529053,2,1,,1,45,45,6
16447,16447,2008,CA,USF,SHF,SHU LIGHTNING-WITHROW,4727,6/20/2008 0:00,,1,,249,249.3031464,2,1,,1,45,45,6
16448,16448,2008,CA,USF,SHF,SHU LIGHTNING-SHINGLETOWN,4727,6/20/2008 0:00,,1,,388,388.0292358,2,1,,1,45,45,6
16449,16449,2008,CA,USF,SHF,SHU LIGHTNING-ROUND,4727,6/20/2008 0:00,,1,,30,30.0827694,2,1,,1,45,45,6
16450,16450,2008,CA,USF,SHU,SHU LIGHTNING-PINE 1,4727,6/20/2008 0:00,,1,,564,564.0861816,2,1,,1,45,45,6
16451,16451,2008,CA,USF,SHF,SHU LIGHTNING-PINE 2,4727,6/20/2008 0:00,,1,,1193,1193.1948242,2,1,,1,45,45,6
16452,16452,2008,CA,USF,SHF,SHU LIGHTNING-KIRKMAN,4727,6/20/2008 0:00,,1,,2054,2053.5795898,2,1,,1,45,45,6
16067,16067,2008,CA,BLM,CDD,CARRIZO,6747,6/19/2008 0:00,6/19/2008 0:00,10, ,45,46.8131599,6,1,,1,37,37,6
16106,16106,2008,CA,CDF,LNU,KELLY,4691,6/19/2008 0:00,6/19/2008 0:00,14,,23,32.6157455,5,1,,1,28,28,6
16307,16307,2008,CA,USF,KNF,JACKASS,9,6/19/2008 0:00,10/13/2008 0:00,1,,248,247.9302521,3,1,9,1,47,47,6
16309,16309,2008,CA,USF,KNF,ANTHONY MILNE,54,6/19/2008 0:00,12/16/2008 0:00,1, ,1779,1777.4262695,3,1,54,1,47,47,6
16339,16339,2008,CA,USF,KNF,HEADWATER,8,6/19/2008 0:00,10/12/2008 0:00,1,,231,358.4440002,3,1,8,1,47,47,6
16064,16064,2008,CA,CDF,BEU,THOMPSON_CYN,2314,6/18/2008 0:00,6/18/2008 0:00,14,,102,101.7846985,1,1,,1,27,27,6
16107,16107,2008,CA,CDF,LNU,20,4633,6/18/2008 0:00,6/19/2008 0:00,10,,50,47.9138069,2,1,,1,6,6,6
16182,16182,2008,CA,CDF,MMU,MILLERTON,7784,6/18/2008 0:00,6/19/2008 0:00,14,,175,175.1231995,1,1,,1,20,20,6
16105,16105,2008,CA,CDF,LNU,NIESTRATH,4603,6/17/2008 0:00,6/17/2008 0:00,11,,2.8,3.160265,1,1,,1,49,49,6
16193,16193,2008,CA,CDF,NEU,BASELINE,12702,6/15/2008 0:00,6/15/2008 0:00,7,,12,12.6357222,1,1,,1,31,31,6
16242,16242,2008,CA,CDF,SLU,BITTERWATER,4386,6/13/2008 0:00,6/13/2008 0:00,2,,35,36.2147484,2,1,,1,40,40,6
16268,16268,2008,CA,CDF,AEU,ELECTRA,11149,6/13/2008 0:00,6/14/2008 0:00,11,,251,250.5260162,1,1,,1,3,3,6
16239,16239,2008,CA,CDF,SKU,LOUIE,2793,6/12/2008 0:00,6/12/2008 0:00,7,,31,31.9072781,1,1,,1,47,47,6
16326,16326,2008,CA,USF,MNF,WHISKEY,3,6/12/2008 0:00,10/27/2008 0:00,9, ,7783,7783.4077148,8,1,3,1,52,52,6
16077,16077,2008,CA,CDF,CZU,MARTIN,5238,6/11/2008 0:00,6/16/2008 0:00,4,11 structures destroyed,520,482.7904053,1,1,,1,44,44,6
16192,16192,2008,CA,CDF,NEU,WISE,12393,6/11/2008 0:00,6/11/2008 0:00,14,,93,92.3174591,1,1,,1,31,31,6
16202,16202,2008,CA,CDF,NEU,NICOLAUS,12363,6/11/2008 0:00,6/12/2008 0:00,7,,47,48.1863213,1,1,,1,31,31,6
16272,16272,2008,CA,CDF,BTU,HUMBOLDT,7089,6/11/2008 0:00,6/16/2008 0:00,7,CAL FIRE Team 2,23344,23344.3339844,2,1,,1,4,4,6
16400,16400,2008,CA,USF,SQF,ROCKY,,6/11/2008 0:00,6/11/2008 0:00,9,,15,15.2087364,7,1,12,1,15,15,6
16103,16103,2008,CA,CDF,LNU,PINE,4321,6/10/2008 0:00,6/11/2008 0:00,14,Fire burned into and around fire from 10 days prior,989,815.3442383,7,1,,1,49,49,6
16177,16177,2008,CA,CDF,MMU,41 FIRE,7347,6/10/2008 0:00,6/11/2008 0:00,10,,3300,2592.28125,6,1,,1,20,20,6
16252,16252,2008,CA,CDF,TCU,LAGRANGE,5302,6/10/2008 0:00,6/12/2008 0:00,7,,1346,1334.3339844,1,1,,1,55,55,6
16271,16271,2008,CA,CDF,BTU,OPHIR,7021,6/10/2008 0:00,6/12/2008 0:00,2,CAL FIRE Team 2 activation,1000,958.4998779,1,1,,1,4,4,6
16402,16402,2008,CA,USF,SQF,RICHBAR,,6/9/2008 0:00,6/9/2008 0:00,7,,312,390.5858765,6,1,11,1,15,15,6
16210,16210,2008,CA,CDF,NEU,GILARDI,12148,6/8/2008 0:00,6/9/2008 0:00,14,,12,12.4124622,1,1,,1,31,31,6
16336,16336,2008,CA,USF,LPF,INDIANS,12,6/8/2008 0:00,7/10/2008 0:00,4,,81378,76459.78125,2,1,12,1,27,27,6
16069,16069,2008,CA,BLM,CDD,ACOMA,6343,6/7/2008 0:00,6/7/2008 0:00,9, ,356,356.72052,1,1,,1,36,36,6
16188,16188,2008,CA,CDF,MVU,HARBISON,5482,6/7/2008 0:00,6/7/2008 0:00,14,,165,84.8935699,4,1,,1,37,37,6
16396,16396,2008,CA,USF,BDF,CATHEDRAL,,6/7/2008 0:00,6/7/2008 0:00,4,,14,12.1994553,1,1,27,1,33,33,6
16089,16089,2008,CA,CCO,KRN,GRAPEVINE-08,,6/6/2008 0:00,6/7/2008 0:00,1,,527,527.1841431,8,1,816886,1,15,15,6
16206,16206,2008,CA,CDF,NEU,IOWA,12002,6/6/2008 0:00,6/6/2008 0:00,2,,58,57.8419647,1,1,,1,58,58,6
16104,16104,2008,CA,LRA,LNU,85,4180,6/5/2008 0:00,6/5/2008 0:00,2,Treated as a SRA incident,322,319.5644836,2,1,,1,57,57,6
16223,16223,2008,CA,CCO,SMP,TRIUNFO,,6/4/2008 0:00,6/4/2008 0:00,14,Unknown presumed human ignition. 2 small spotfires unmapped. Perim=circle 0.5ac,,0.4853166,8,1,13,1,19,19,6
16071,16071,2008,CA,BLM,CDD,LAKE,6234,6/3/2008 0:00,6/3/2008 0:00,14, ,146,146.2467804,6,1,,1,33,33,6
16264,16264,2008,CA,CDF,TUU,FOUNTAIN,235,6/1/2008 0:00,6/1/2008 0:00,9,Grass Fire,290,292.4784241,1,1,24,1,54,54,6
16389,16389,2008,CA,USF,BDF,ANGEL 2,,6/1/2008 0:00,6/1/2008 0:00,4, ,17,17.2255516,1,1,23,1,33,33,6
16102,16102,2008,CA,CDF,LNU,CLOVERDALE,4034,5/31/2008 0:00,6/1/2008 0:00,5,,17,17.3068218,1,1,,1,49,49,5
16398,16398,2008,CA,USF,SQF,CLOVER,,5/31/2008 0:00,6/7/2008 0:00,1,,15300,15788.5898438,7,2,9,2,14,54,5
16238,16238,2008,CA,CDF,SKU,SODA,2394,5/22/2008 0:00,5/22/2008 0:00,14,,29,28.8282394,1,1,,1,47,47,5
16269,16269,2008,CA,CDF,AEU,COOL,9394,5/22/2008 0:00,5/22/2008 0:00,11,,107,95.9081802,1,1,,1,9,9,5
16213,16213,2008,CA,CDF,NEU,DEL,10796,5/21/2008 0:00,5/21/2008 0:00,11,,15,14.3792124,1,1,,1,29,29,5
16233,16233,2008,CA,CDF,SCU,SUMMIT,2548,5/21/2008 0:00,5/27/2008 0:00,5, ,4270,4174.5053711,2,1,,2,43,44,5
16284,16284,2008,CA,USF,ANF,POLE,33,5/21/2008 0:00,5/23/2008 0:00,2, ,13.5,13.5988617,6,1,33,1,19,19,5
16236,16236,2008,CA,CDF,SKU,MOTT,2367,5/20/2008 0:00,5/20/2008 0:00,14,,7.7,7.7028213,1,1,,1,47,47,5
16241,16241,2008,CA,CDF,SKU,GUYS,2364,5/20/2008 0:00,5/20/2008 0:00,5,Debris,2.5,2.0515141,1,1,,1,47,47,5
16391,16391,2008,CA,USF,BDF,330,,5/18/2008 0:00,5/18/2008 0:00,9,"Wildland Fire Report indicates the Protecting Agency at Origin if """"GFC""""",10,12.9435616,6,1,17,1,36,36,5
16097,16097,2008,CA,CCO,LAC,STORRS,110146,5/16/2008 0:00,,,,,81.8036194,7,,110146,1,19,19,5
16100,16100,2008,CA,CDF,LNU,GEYSERS,3395,5/15/2008 0:00,5/17/2008 0:00,5,Occured during strong North Wind Event,288,289.5544739,7,1,,1,49,49,5
16101,16101,2008,CA,CDF,LNU,TAR,3400,5/15/2008 0:00,5/16/2008 0:00,11,Occured during strong North Wind Event,83,56.55867,1,1,,1,49,49,5
16214,16214,2008,CA,CDF,NEU,ATHENS,10302,5/15/2008 0:00,5/15/2008 0:00,14,,69,69.0377655,1,1,,1,31,31,5
16265,16265,2008,CA,CDF,AEU,SIERRA,8924,5/15/2008 0:00,5/15/2008 0:00,11,,66,53.719471,1,1,,1,9,9,5
16317,16317,2008,CA,FWS,LPF,WILDLIFE,10,5/15/2008 0:00,5/17/2008 0:00,9,,80,79.9730377,6,1,10,1,15,15,5
17889,17889,2008,CA,FWS,BRR,WILDLIFE,,5/15/2008 0:00,5/17/2008 0:00,9,"Better perimeter, corrects fire#; UNIT ID: BRR fire num? D6V8",80,69.290123,4,,,1,15,15,5
16270,16270,2008,CA,CDF,BTU,FEATHER FALLS,5756,5/14/2008 0:00,5/16/2008 0:00,7,,,74.6707458,1,1,,1,4,4,5
16281,16281,2008,CA,USF,ANF,BIGHORN,25,5/13/2008 0:00,5/18/2008 0:00,14, ,490,500.3036804,7,1,25,2,19,36,5
16194,16194,2008,CA,CDF,NEU,RIFLE,10021,5/11/2008 0:00,5/11/2008 0:00,9,,15,18.5708656,1,1,,1,58,58,5
16200,16200,2008,CA,CDF,NEU,PHYLLIP,9781,5/8/2008 0:00,5/8/2008 0:00,14,,52,52.3550529,1,1,,1,31,31,5
16259,16259,2008,CA,CDF,TGU,COLYEAR,3102,5/6/2008 0:00,5/10/2008 0:00,18,,1331,1400.6407471,2,1,,1,52,52,5
16294,16294,2008,CA,USF,INF,HONEY BEE,2,5/6/2008 0:00,5/26/2008 0:00,1,WILDLAND FIRE,80,1390.2355957,1,2,2,2,14,54,5
16221,16221,2008,CA,CCO,SMP,WESTLAKE,,5/1/2008 0:00,5/1/2008 0:00,14,"Unknown, presumed human cause by road. Ground GPS by NPS. Perim=circle 0.3ac",0.3,0.310683,1,1,11,1,19,19,5
16390,16390,2008,CA,USF,BDF,APACHE,,4/29/2008 0:00,5/7/2008 0:00,3,,769,770.0419312,7,1,10,1,33,33,4
16318,16318,2008,CA,USF,LPF,ROCK,7,4/28/2008 0:00,4/28/2008 0:00,2,,63,64.2348862,6,1,7,2,40,42,4
16285,16285,2008,CA,USF,ANF,SANTA ANITA,19,4/26/2008 0:00,5/23/2008 0:00,14, ,584,556.6846313,7,1,19,1,19,19,4
16088,16088,2008,CA,CCO,KRN,TULE,,4/21/2008 0:00,4/21/2008 0:00,7,,14.8,14.7579088,8,1,812012,1,15,15,4
16267,16267,2008,CA,CDF,AEU,LAKEVIEW,7185,4/18/2008 0:00,4/18/2008 0:00,5,1 Residence Destroyed,10,9.8560371,1,1,,1,9,9,4
16399,16399,2008,CA,USF,SQF,SPILLWAY,,4/17/2008 0:00,4/17/2008 0:00,5,,9,8.9220304,7,1,5,1,15,15,4
16423,16423,2008,CA,USF,STF,COLDSPRINGS ,,4/16/2008 0:00,4/20/2008 0:00,5, ,19,19.1413403,1,1,2,1,55,55,4
16227,16227,2008,CA,BLM,RRU,DOS PALMAS,33285,4/13/2008 0:00,4/15/2008 0:00,5,,166,456.4142761,1,1,,1,33,33,4
18745,18745,2008,CA,BLM,CDD,MONTGOMERY,5602,4/7/2008 0:00,4/7/2008 0:00,4,,290,289.9371338,1,1,,1,13,13,4
16108,16108,2008,CA,BLM,LNU,INDIAN,2275,4/3/2008 0:00,4/3/2008 0:00,7,Walker fire in same summer absorbed this fire.,32,27.1542778,1,1,,1,6,6,4
16321,16321,2008,CA,USF,LPF,LOPEZ,3,3/21/2008 0:00,3/24/2008 0:00,5,,12.3,16.1944656,6,1,3,1,40,40,3
16057,16057,2008,CA,CDF,BDU,BLUFF,2993,3/16/2008 0:00,3/20/2008 0:00,4,Fire Cause: Blown over camp stove.,680,766.7310181,1,1,,1,14,14,3
16254,16254,2008,CA,CDF,TCU,PRUSSIAN 2,2738,3/5/2008 0:00,3/5/2008 0:00,5,,58,36.3365097,1,1,,1,5,5,3
16056,16056,2008,CA,CDF,BDU,SPRINGS,2476,3/2/2008 0:00,3/5/2008 0:00,14,,84,87.2786636,1,1,,1,14,14,3
16222,16222,2008,CA,CCO,SMP,MULHOLLAND,,1/17/2008 0:00,1/17/2008 0:00,14,"Unknown, presumed human cause by road. Ground GPS by NPS. Perim=circle 0.1ac",0.1,0.0940363,1,1,12,1,19,19,1
16246,16246,2008,CA,CDF,SLU,FRASIER,7697,10/7/2007 0:00,10/7/2007 0:00,10,,37,16.854744,1,1,,1,40,40,10
16430,16430,2008,CA,CDF,FKU,AVENAL,9403,,,7,,946,945.3324585,1,1,<Null>,1,16,16,12
16431,16431,2008,CA,CDF,FKU,MADSEN,6260,,,2,<Null>,10,27.5983276,1,1,<Null>,1,10,10,12
16432,16432,2008,CA,CDF,FKU,GATOS,5724,,,7,,300,330.6834106,1,1,,1,10,10,12
16433,16433,2008,CA,CDF,FKU,AVOCADO,5639,,,11,,1200,1175.1962891,1,1,,1,10,10,12
16434,16434,2008,CA,CDF,FKU,AUBERRY,6018,,,2,,10,9.3550682,1,1,,1,10,10,12
16435,16435,2008,CA,CDF,FKU,RUSTY,11277,,,7,,100,100.4407654,1,1,,1,10,10,12
16437,16437,2008,CA,CDF,MEU,H. RANCH,5142,,,1,Mendocino Lightning Complex,100,100.4431686,1,1,,1,53,53,12
17914,17914,2007,CA,NPS,SMP,STERLING,773,12/8/2007 0:00,12/8/2007 0:00,1,"NPS by ground GPS, accuracy 10m, cause = lightning",0.3,0.0088961,1,1,773,1,56,56,12
214,214,2007,CA,CDF,RRU,STRAW,7466,12/3/2007 0:00,12/3/2007 0:00,14,,43,42.576931,7,1,0,1,33,33,12
242,242,2007,CA,CDF,SLU,GRADE,9164,12/3/2007 0:00,12/3/2007 0:00,2,,97,97.1312485,1,1,0,1,40,40,12
309,309,2007,CA,USF,LPF,RIVER,41,11/29/2007 0:00,11/29/2007 0:00,9, ,12,11.641798,1,1,41,1,56,56,11
5,5,2007,CA,CCO,LAC,CORRAL,259483,11/24/2007 0:00,11/27/2007 0:00,14,,,4707.9970703,8,1,259483,1,19,19,11
314,314,2007,CA,USF,LPF,TORRI,40,11/8/2007 0:00,11/10/2007 0:00,9, ,44,19.5205879,1,1,40,1,27,27,11
17937,17937,2007,CA,NPS,YNP,JACK WF,0,11/8/2007 0:00,12/8/2007 0:00,1,This fire was converted to a WF on 11/8,1106,1106.2475586,2,1,4850,1,22,22,11
254,254,2007,CA,CDF,TGU,LYMAN,7946,11/7/2007 0:00,11/7/2007 0:00,14,Timber,20,18.7599049,6,1,145,1,52,52,11
69,69,2007,CA,CCO,LAC,VIRGENES,717,11/3/2007 0:00,11/3/2007 0:00,9,"Cause unkn, presumed human, NPS by driveby recon, presumed accuracy 90m",0.1,0.0167805,7,1,717,1,19,19,11
17919,17919,2007,CA,NPS,KNP,BALDY RIDGE,0,11/1/2007 0:00,12/1/2007 0:00,1,,20,19.6924515,1,2,113,1,54,54,11
111,111,2007,CA,USF,STF,BOURLAND,,10/30/2007 0:00,,1,20090305,28,29.3580685,6,2,90,1,55,55,10
117,117,2007,CA,USF,INF,OHAREL,52,10/29/2007 0:00,12/18/2007 0:00,1, CONT_DATE is the Fire Out Date from NIFMID,560,596.9158936,1,2,52,1,26,26,10
17935,17935,2007,CA,NPS,YNP,JACK WFU,0,10/29/2007 0:00,11/7/2007 0:00,1,This fire was converted from a WFU on 11/8,23.65,23.6337013,1,2,4777,1,22,22,10
17936,17936,2007,CA,NPS,YNP,DEVIL,0,10/29/2007 0:00,12/8/2007 0:00,1, ,239.4,239.2607727,2,2,4801,1,22,22,10
322,322,2007,CA,USF,STF,JUPITER,,10/28/2007 0:00,11/2/2007 0:00,5,20090305,13,13.402133,6,1,78,1,55,55,10
17,17,2007,CA,CDF,HUU,DRIFTWOOD,4908,10/25/2007 0:00,11/5/2007 0:00,14,,70,52.9729538,1,1,0,1,12,12,10
12,12,2007,CA,CCO,LAC,Y,233912,10/23/2007 0:00,,14,,,22.4917297,,1,233912,1,19,19,10
29,29,2007,CA,CCO,LAC,MEADOW RIDGE,233523,10/23/2007 0:00,10/25/2007 0:00,14,,,39.1084671,8,1,233523,1,19,19,10
78,78,2007,CA,DOD,MCP,AMMO,0,10/23/2007 0:00,11/1/2007 0:00,14,,21084,21493.9082031,8,1,1111,1,37,37,10
120,120,2007,CA,CDF,MVU,POOMACHA,10643,10/23/2007 0:00,12/1/2007 0:00,9,,49390,49410.96875,7,1,87,1,37,37,10
122,122,2007,CA,USF,SQF,RICHBAR,66,10/23/2007 0:00,10/23/2007 0:00,9, ,13,13.4325943,6,1,66,1,15,15,10
165,165,2007,CA,CDF,BDU,MARTIN RANCH,11653,10/23/2007 0:00,10/24/2007 0:00,11,Fire started in San Bernardino City. 75 ac in SRA,123,602.2323608,2,1,0,1,36,36,10
204,204,2007,CA,LRA,NEU,SOUTH BEALE,23109,10/23/2007 0:00,10/23/2007 0:00,6,Threat to SRA & FRA,,194.8852692,1,1,0,1,58,58,10
227,227,2007,CA,CDF,SKU,GIRARD,0SKU5166,10/23/2007 0:00,10/23/2007 0:00,5,ESCAPE CONTROL BURN,13,13.8954306,1,1,0,1,47,47,10
2,2,2007,CA,CCO,LAC,MAGIC,233077,10/22/2007 0:00,10/25/2007 0:00,14,,,2824.8771973,8,1,233077,1,19,19,10
11,11,2007,CA,CCO,LAC,SOLEDAD,233414,10/22/2007 0:00,10/23/2007 0:00,14,,,44.1677704,8,1,233414,1,19,19,10
28,28,2007,CA,LRA,MVU,CORONADO HILLS,10492,10/22/2007 0:00,,14,,,58.7947464,3,1,0,1,37,37,10
71,71,2007,CA,CDF,RRU,ROSA,92560,10/22/2007 0:00,10/22/2007 0:00,14,,200,409.634552,7,1,0,1,33,33,10
94,94,2007,CA,USF,BDF,SLIDE,167,10/22/2007 0:00,11/14/2007 0:00,9, ,12759,12769.2480469,7,1,167,1,36,36,10
154,154,2007,CA,USF,BDF,GRASS VALLEY,165,10/22/2007 0:00,12/31/2007 0:00,9,,1247,1242.3707275,7,1,165,1,36,36,10
